"RUID","UID","Census","Set","SubSet","PlotCode","Plot","Tra","Qua","Crit","Sample","Tag","Species","PosX","PosY","Sup","Rep","FrutPerBranch","NumbBranch","AvrgSeeds","CAR","RecrYr","DeadYr","ExcYr","RincYr","Height","CovD1","CovD2","DBH01","DBH02","DBH03","DBH04","DBH05","DBH06","DBH07","DBH08","DBH09","DBH10","DBH11","DBH12","DBH13","DBH14","DBH15","DBH16","DBH17","DBH18","DBH19","DBH20","DBH21","DBH22","DBH23","DBH24","DBH25","DBH26","DBH27","DBH28","DBH29","DBH30","minDBH","maxDBH","Basal.cm2.plot","Basal.m2.ha","Cob.m2.plot","Cob.m2.ha","Dens.ha","Rec.ha","Mu.ha","Stems","Observaciones.anuales","Historial.de.objeto","X","id","Age.init","Fst.cens","plot","Age.census","TotFrut","TotSeeds"
"22997513","229975",2013,"SecCan",NA,"SC14","TOB",2,"1","C","400","380","Mimosa acantholoba","2.13","2.35",1,"",NA,NA,NA,NA,2005,NA,NA,NA,5.46,2.11,1.89,0,0,0,0,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5.6,"246300864041","0.061575216",31320893358,"783022333953","25","0",0,5,"","","","pTOBi380q1",1,2003,14,11,0,0
"22998213","229982",2013,"SecCan",NA,"SC14","TOB",2,"1","C","400","381","Mimosa acantholoba","3.5","2.4",1,"",NA,NA,NA,NA,2005,NA,NA,NA,5.69,3.9,3.3,0,4.1,3.8,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"441786466911","0.110446617",101080743629,"2527018590731","25","0",0,6,"","","","pTOBi381q1",1,2003,14,11,0,0
"23000113","230001",2013,"SecCan",NA,"SC14","TOB",2,"1","C","100","528","Mimosa acantholoba","4.2","3.1",1,"",NA,NA,NA,NA,2005,2014,NA,NA,3.33,1.41,1.3,1.7,1.8,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.8,"48144907416","0.048144907",14396348335,"1439634833508","100","0",0,13,"","","","pTOBi528q1",1,2003,14,11,0,0
"23001813","230018",2013,"SecCan",NA,"SC14","TOB",2,"1","C","400","566","Mimosa acantholoba","4.76","4.07",NA,"",NA,NA,NA,NA,2006,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","","0",0,NA,"","","","pTOBi566q1",1,2003,14,11,0,0
"23002513","230025",2013,"SecCan",NA,"SC14","TOB",2,"1","C","200","529","Mimosa acantholoba","4.37","4.5",1,"",NA,NA,NA,NA,2005,2014,NA,NA,4.44,1.15,1.37,0,0,0,0,3.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3.4,"90792027689","0.045396014",12373948064,"618697403216","50","0",0,6,"","","","pTOBi529q1",1,2003,14,11,0,0
"23003213","230032",2013,"SecCan",NA,"SC14","TOB",2,"1","C","200","383","Mimosa acantholoba","1.26","4.56",1,"",NA,NA,NA,NA,2005,2016,NA,NA,4.54,1.99,1.72,3.2,4.3,3.2,0,0,0,0,0,0,0,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4.5,"465112792364","0.232556396",26882608337,"1344130416838","50","0",0,11,"","","","pTOBi383q1",1,2003,14,11,0,0
"23004913","230049",2013,"SecCan",NA,"SC14","TOB",2,"1","C","200","384","Mimosa acantholoba","3.3","4.65",1,"",NA,NA,NA,NA,2005,NA,NA,NA,4.68,2,2.18,0,4.5,3.2,3.1,1.9,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4.5,"343297537221","0.171648769",34243359924,"1712167996206","50","0",0,13,"Moribundo","","","pTOBi384q1",1,2003,14,11,0,0
"23005613","230056",2013,"SecCan",NA,"SC14","TOB",2,"1","C","400","520","Mimosa acantholoba","0.25","4.67",NA,"",NA,NA,NA,NA,2005,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","","0",0,NA,"por machetazo","","","pTOBi520q1",1,2003,14,11,0,0
"23006313","230063",2013,"SecCan",NA,"SC14","TOB",2,"1","C","200","385","Mimosa acantholoba","3.95","4.78",1,"",NA,NA,NA,NA,2005,NA,NA,NA,4.66,1.27,1.55,0,0,0,4.3,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4.3,"145220120412","0.07261006",15460562846,"773028142324","50","0",0,11,"aguas con daps. no confundir con los de otro individuo","","","pTOBi385q1",1,2003,14,11,0,0
"23007013","230070",2013,"SecCan",NA,"SC14","TOB",2,"1","C","200","386","Mimosa acantholoba","0.95","4.9",1,"",NA,NA,NA,NA,2005,2015,NA,NA,5.11,1.67,2.17,4,3.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,"206088478075","0.103044239",28462044043,"1423102202168","50","0",0,5,"","","","pTOBi386q1",1,2003,14,11,0,0
"23009413","230094",2013,"SecCan",NA,"SC14","TOB",2,"2","B","200","388","Mimosa acantholoba","3.4","7.5",1,"",NA,NA,NA,NA,2009,NA,2016,NA,4,1.6,2,3.4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3.4,"90792027689","0.045396014",25132741229,"1256637061436","50","0",0,3,"d4 no entra","","","pTOBi388q2",1,2003,14,11,0,0
"23012413","230124",2013,"SecCan",NA,"SC14","TOB",2,"2","B","200","390","Mimosa acantholoba","3.1","9.88",1,"",NA,NA,NA,NA,2011,NA,NA,NA,4.3,2.7,3.6,2.9,3.4,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,4.1,"288869444498","0.144434722",76340701482,"3817035074112","50","0",0,3,"Moribundo. buscar en cuadrito","","","pTOBi390q2",1,2003,14,11,0,0
"23013113","230131",2013,"SecCan",NA,"SC14","TOB",2,"2","B","200","391","Mimosa acantholoba","3.42","9.88",1,"",NA,NA,NA,NA,2012,2016,NA,NA,4,3.83,3.23,3.3,4.1,4.2,4.1,4.3,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4.3,"704030913669","0.352015457",97160821396,"4858041069787","50","0",0,8,"","","","pTOBi391q2",1,2003,14,11,0,0
"23014813","230148",2013,"SecCan",NA,"SC14","TOB",2,"3","A","400","392","Mimosa acantholoba","2.46","14",1,"",NA,NA,NA,NA,2012,NA,NA,NA,4.83,3.36,3.9,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,5.5,"237582944428","0.059395736",102918575332,"257296438329","25","0",0,1,"","","","pTOBi392q3",1,2003,14,11,0,0
"23016213","230162",2013,"SecCan",NA,"SC14","TOB",2,"4","A","400","394","Mimosa acantholoba","0.79","16.65",1,"",NA,NA,NA,NA,2012,NA,NA,NA,5.12,1.86,3.07,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,5.5,"237582944428","0.059395736",44847805926,"1121195148158","25","0",0,1,"Medir sin tronco pegado","","","pTOBi394q4",1,2003,14,11,0,0
"23017913","230179",2013,"SecCan",NA,"SC14","TOB",2,"4","A","400","395","Mimosa acantholoba","0.44","18.05",1,"",NA,NA,NA,NA,2012,NA,NA,NA,5.55,3.9,4.45,5.9,5.4,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,6.1,"794665861726","0.198666465",136305851258,"3407646281441","25","0",0,3,"","","","pTOBi395q4",1,2003,14,11,0,0
"23018613","230186",2013,"SecCan",NA,"SC14","TOB",2,"4","A","400","397","Mimosa acantholoba","3.59","18.62",1,"",NA,NA,NA,NA,2012,NA,NA,NA,4.7,4,2.86,5.8,NA,NA,NA,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,5.8,"47657960555","0.119144901",89849549893,"2246238747317","25","0",0,2,"2 daps pintados por error. no alcanzan","","","pTOBi397q4",1,2003,14,11,0,0
"23019313","230193",2013,"SecCan",NA,"SC14","TOB",2,"4","A","400","396","Mimosa acantholoba","3.26","19.03",1,"",NA,NA,NA,NA,2012,NA,NA,NA,5.2,3,3.18,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,5.6,"246300864041","0.061575216",74926984788,"1873174619703","25","0",0,1,"pocas hojas moribundo","","","pTOBi396q4",1,2003,14,11,0,0
"23020913","230209",2013,"SecCan",NA,"SC14","TOB",3,"1","A","400","398","Mimosa acantholoba","2.8","1.1",1,"",NA,NA,NA,NA,2012,NA,NA,NA,5.27,4,3.55,5.4,NA,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,5.4,"449640448545","0.112410112",111526539202,"2788163480061","25","0",0,2,"Diámetro 2 no entra. Se midió con liana dap1. liana: 1.4 cm","","","pTOBi398q1",1,2003,14,11,0,0
"23023013","230230",2013,"SecCan",NA,"SC14","TOB",3,"1","A","400","400","Mimosa acantholoba","2.61","4.35",1,"",NA,NA,NA,NA,2013,NA,NA,NA,4.52,1.74,2.4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,"196349540849","0.049087385",32798227303,"819955682587","25","25",0,1,"","","","pTOBi400q1",1,2003,14,11,0,0
"23025413","230254",2013,"SecCan",NA,"SC14","TOB",3,"2","B","200","402","Mimosa acantholoba","4.4","5.35",1,"",NA,NA,NA,NA,2009,NA,NA,NA,4.5,2.2,2.5,4.5,3.6,3,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,4.5,"397568550312","0.198784275",43196898987,"2159844949343","50","0",0,4,"","","","pTOBi402q2",1,2003,14,11,0,0
"23026113","230261",2013,"SecCan",NA,"SC14","TOB",3,"2","B","200","404","Mimosa acantholoba","1.05","5.58",1,"",NA,NA,NA,NA,2013,NA,NA,NA,3.73,1.26,1.08,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,2.6,"53092915846","0.026546458",10687698208,"534384910376","50","50",0,1,"","","","pTOBi404q2",1,2003,14,11,0,0
"23027813","230278",2013,"SecCan",NA,"SC14","TOB",3,"2","B","200","403","Mimosa acantholoba","3.5","5.7",1,"",NA,NA,NA,NA,2009,NA,2015,NA,3.6,1.8,2.3,0,3.2,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3.2,"129512157144","0.064756079",32515483965,"1625774198233","50","0",0,3,"","","","pTOBi403q2",1,2003,14,11,0,0
"23029213","230292",2013,"SecCan",NA,"SC14","TOB",3,"2","B","200","M21","Mimosa acantholoba","2.3","8.75",1,"",NA,NA,NA,NA,2012,2014,NA,NA,3.2,1.96,2.45,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,3.1,"75476763502","0.037738382",37714819806,"1885740990317","50","0",0,1,"Medido con liana: 0.8 cm","","","pTOBiM21q2",1,2003,14,11,0,0
"23030813","230308",2013,"SecCan",NA,"SC14","TOB",3,"2","B","200","406","Mimosa acantholoba","0.16","8.76",1,"",NA,NA,NA,NA,2013,NA,NA,NA,3.93,1.85,2.15,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,3.1,"75476763502","0.037738382",31239211949,"1561960597457","50","50",0,1,"","","","pTOBi406q2",1,2003,14,11,0,0
"23021613","230216",2013,"SecCan",NA,"SC14","TOB",3,"3","C","200","410","Mimosa acantholoba","3.2","12.35",1,"",NA,NA,NA,NA,2009,NA,NA,NA,4.4,2.21,1.89,0,0,4.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4.1,"132025431267","0.066012716",32805295887,"1640264794347","50","0",0,6,"","","","pTOBi410q3",1,2003,14,11,0,0
"23036013","230360",2013,"SecCan",NA,"SC14","TOB",3,"3","C","200","411","Mimosa acantholoba","2","12.45",1,"",NA,NA,NA,NA,2009,NA,NA,NA,4,2.7,2.5,2,3.3,4.9,0,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4.9,"457572969995","0.228786485",53014376029,"2650718801466","50","0",0,5,"","","","pTOBi411q3",1,2003,14,11,0,0
"23048313","230483",2013,"SecCan",NA,"SC14","TOB",3,"3","C","200","415","Mimosa acantholoba","0.46","12.75",1,"",NA,NA,NA,NA,2011,NA,NA,NA,4.05,2.1,2.2,4.1,3.5,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,4.1,"308661478215","0.154330739",36285395149,"1814269757448","50","0",0,3,"","","","pTOBi415q3",1,2003,14,11,0,0
"23037713","230377",2013,"SecCan",NA,"SC14","TOB",3,"3","C","400","568","Mimosa acantholoba","2.68","13.42",NA,"",NA,NA,NA,NA,2006,2013,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","","0",1,NA,"","","","pTOBi568q3",1,2003,14,11,0,0
"23040713","230407",2013,"SecCan",NA,"SC14","TOB",3,"3","C","400","217","Mimosa acantholoba","0.35","14",NA,"",NA,NA,NA,NA,2006,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","","0",0,NA,"revisar si está muerta. Buscar en cuadrito. Había cambiado de categoría","","","pTOBi217q3",1,2003,14,11,0,0
"23041413","230414",2013,"SecCan",NA,"SC14","TOB",3,"3","C","100","416","Mimosa acantholoba","1.62","14.02",1,"",NA,NA,NA,NA,2006,2016,NA,NA,4.1,1.6,1.35,2.4,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.4,"76654860748","0.076654861",16964600329,"1696460032938","100","0",0,4,"","","","pTOBi416q3",1,2003,14,11,0,0
"23042113","230421",2013,"SecCan",NA,"SC14","TOB",3,"3","C","200","417","Mimosa acantholoba","0.26","14.15",1,"",NA,NA,NA,NA,2005,NA,NA,NA,3.9,2.2,2.2,3.8,1.9,0,2.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3.8,"183311931337","0.091655966",38013271108,"1900663555422","50","0",0,5,"Buscar en el cuadrito. U","","","pTOBi417q3",1,2003,14,11,0,0
"23043813","230438",2013,"SecCan",NA,"SC14","TOB",3,"3","C","200","418","Mimosa acantholoba","1.04","14.25",1,"",NA,NA,NA,NA,2005,NA,NA,NA,4.13,1.34,1.77,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,3.6,"101787601976","0.050893801",18628073639,"931403681973","50","0",0,1,"buscar en el cuadrito","","","pTOBi418q3",1,2003,14,11,0,0
"23044513","230445",2013,"SecCan",NA,"SC14","TOB",3,"3","C","200","419","Mimosa acantholoba","0.5","14.4",1,"",NA,NA,NA,NA,2005,NA,2016,NA,4,2.6,2.8,0,0,0,4.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4.9,"188574099032","0.09428705",57176986295,"2858849314767","50","0",0,5,"","","","pTOBi419q3",1,2003,14,11,0,0
"23045213","230452",2013,"SecCan",NA,"SC14","TOB",3,"3","C","200","420","Mimosa acantholoba","1.38","14.58",1,"",NA,NA,NA,NA,2005,NA,NA,NA,4.31,1.9,2.09,3.9,3.2,2.4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3.9,"245122766796","0.122561383",31188161069,"1559408053426","50","0",0,4,"","","","pTOBi420q3",1,2003,14,11,0,0
"23046913","230469",2013,"SecCan",NA,"SC14","TOB",3,"3","C","200","421","Mimosa acantholoba","2.24","14.73",1,"",NA,NA,NA,NA,2009,2016,NA,NA,3.9,1.4,1.8,2.9,2.2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,2.9,"138701315656","0.069350658",19792033718,"989601685881","50","0",0,3,"","","","pTOBi421q3",1,2003,14,11,0,0
"23050613","230506",2013,"SecCan",NA,"SC14","TOB",3,"4","A","400","425","Mimosa acantholoba","2.86","17.52",1,"",NA,NA,NA,NA,2013,2016,NA,NA,5.15,2.7,1.9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,"196349540849","0.049087385",40290925782,"1007273144557","25","25",0,1,"","","","pTOBi425q4",1,2003,14,11,0,0
"23051313","230513",2013,"SecCan",NA,"SC14","TOB",3,"4","A","400","426","Mimosa acantholoba","0.01","17.67",1,"",NA,NA,NA,NA,2012,NA,NA,NA,5.86,3.22,2.81,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,6.3,"311724531052","0.077931133",71064396621,"1776609915513","25","0",0,1,"","","","pTOBi426q4",1,2003,14,11,0,0
"23053713","230537",2013,"SecCan",NA,"SC14","TOB",4,"1","C","200","427","Mimosa acantholoba","1.15","0.2",1,"",NA,NA,NA,NA,2005,NA,2016,NA,3.62,1.94,1.43,2,3.2,0,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3.2,"129512157144","0.064756079",21788515849,"1089425792449","50","0",0,5,"","","","pTOBi427q1",1,2003,14,11,0,0
"23054413","230544",2013,"SecCan",NA,"SC14","TOB",4,"1","C","200","428","Mimosa acantholoba","1.73","0.2",1,"",NA,NA,NA,NA,2005,NA,NA,NA,4.68,3.1,1.37,4.7,0,0,0,0,0,0,4.7,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4.7,"427413680521","0.21370684",33355859999,"1667792999974","50","0",0,9,"","","","pTOBi428q1",1,2003,14,11,0,0
"23057513","230575",2013,"SecCan",NA,"SC14","TOB",4,"1","C","400","552","Mimosa acantholoba","1.2","0.75",NA,"",NA,NA,NA,NA,2005,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","","0",0,NA,"","","","pTOBi552q1",1,2003,14,11,0,0
"23061213","230612",2013,"SecCan",NA,"SC14","TOB",4,"1","C","400","432","Mimosa acantholoba","4.7","1.29",1,"",NA,NA,NA,NA,2012,NA,NA,NA,4.4,2.8,2.6,7.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7.3,"418538681275","0.10463467",57176986295,"1429424657383","25","0",0,2,"","","","pTOBi432q1",1,2003,14,11,0,0
"23064313","230643",2013,"SecCan",NA,"SC14","TOB",4,"1","C","400","556","Mimosa acantholoba","0.2","1.8",NA,"",NA,NA,NA,NA,2005,2010,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","","0",0,NA,"","","","pTOBi556q1",1,2003,14,11,0,0
"23067413","230674",2013,"SecCan",NA,"SC14","TOB",4,"1","C","200","434","Mimosa acantholoba","0.97","2.3",1,"",NA,NA,NA,NA,2005,NA,NA,NA,3.9,2.4,2,2.3,1.9,3,2.4,2.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,"223838476568","0.111919238",37699111843,"1884955592154","50","0",0,6,"","","","pTOBi434q1",1,2003,14,11,0,0
"23068113","230681",2013,"SecCan",NA,"SC14","TOB",4,"1","C","200","M18","Mimosa acantholoba","0.3","2.7",1,"",NA,NA,NA,NA,2006,2015,NA,NA,4.08,1.3,1.03,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,2.6,"53092915846","0.026546458",10516481408,"525824070395","50","0",0,1,"","","","pTOBiM18q1",1,2003,14,11,0,0
"23070413","230704",2013,"SecCan",NA,"SC14","TOB",4,"1","C","400","547","Mimosa acantholoba","2.4","3.12",NA,"",NA,NA,NA,NA,2005,2013,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","","0",1,NA,"","","","pTOBi547q1",1,2003,14,11,0,0
"23072813","230728",2013,"SecCan",NA,"SC14","TOB",4,"1","C","200","445","Mimosa acantholoba","3.66","3.43",1,"",NA,NA,NA,NA,2004,2016,NA,NA,4.18,1.43,2.24,3.6,0,0,0,0,0,0,0,0,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3.6,"163362817987","0.081681409",2515787397,"1257893698497","50","0",0,10,"Medidos con lianas dap liana 1: 0.70 dap liana 2: 0.4","","","pTOBi445q1",1,2003,14,11,0,0
"23059913","230599",2013,"SecCan",NA,"SC14","TOB",4,"1","C","400","443","Mimosa acantholoba","0.9","3.58",1,"",NA,NA,NA,NA,2006,NA,NA,NA,4.9,2.9,3.2,2.6,5,5.3,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,5.3,"555590660787","0.138897665",72884949563,"1822123739082","25","0",0,4,"","","","pTOBi443q1",1,2003,14,11,0,0
"23074213","230742",2013,"SecCan",NA,"SC14","TOB",4,"1","C","200","441","Mimosa acantholoba","3","3.6",1,"",NA,NA,NA,NA,2005,NA,NA,NA,3.77,1.4,2.34,0,3.3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3.3,"85529859994","0.04276493",25729643833,"1286482191645","50","0",0,4,"Parece ser mismo individuo que 551","","","pTOBi441q1",1,2003,14,11,0,0
"23075913","230759",2013,"SecCan",NA,"SC14","TOB",4,"1","C","200","444","Mimosa acantholoba","3.2","3.6",1,"",NA,NA,NA,NA,2005,NA,NA,NA,4.17,1.99,1.89,2.3,4.2,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4.2,"250777633573","0.125388817",29539610324,"1476980516177","50","0",0,4,"parece ser mismo individuo que 549. Moribundo","","","pTOBi444q1",1,2003,14,11,0,0
"23080313","230803",2013,"SecCan",NA,"SC14","TOB",4,"1","C","200","448","Mimosa acantholoba","4.49","4.53",1,"",NA,NA,NA,NA,2006,NA,NA,NA,4.9,1.5,1.7,3.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3.4,"90792027689","0.045396014",20027653167,"1001382658332","50","0",0,2,"","","","pTOBi448q1",1,2003,14,11,0,0
"23081013","230810",2013,"SecCan",NA,"SC14","TOB",4,"1","C","400","244","Mimosa acantholoba","1.6","4.65",NA,"",NA,NA,NA,NA,2005,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","","0",0,NA,"","","","pTOBi244q1",1,2003,14,11,0,0
"23082713","230827",2013,"SecCan",NA,"SC14","TOB",4,"1","C","200","449","Mimosa acantholoba","2.4","4.87",1,"",NA,NA,NA,NA,2005,NA,NA,NA,4.8,3,2.5,3.3,2.5,3.6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3.6,"236404847183","0.118202424",58904862255,"294524311274","50","0",0,7,"","","","pTOBi449q1",1,2003,14,11,0,0
