"RUID","UID","Census","Set","SubSet","PlotCode","Plot","Tra","Qua","Crit","Sample","Tag","Species","PosX","PosY","Sup","Rep","FrutPerBranch","NumbBranch","AvrgSeeds","CAR","RecrYr","DeadYr","ExcYr","RincYr","Height","CovD1","CovD2","DBH01","DBH02","DBH03","DBH04","DBH05","DBH06","DBH07","DBH08","DBH09","DBH10","DBH11","DBH12","DBH13","DBH14","DBH15","DBH16","DBH17","DBH18","DBH19","DBH20","DBH21","DBH22","DBH23","DBH24","DBH25","DBH26","DBH27","DBH28","DBH29","DBH30","minDBH","maxDBH","Basal.cm2.plot","Basal.m2.ha","Cob.m2.plot","Cob.m2.ha","Dens.ha","Rec.ha","Mu.ha","Stems","Observaciones.anuales","Historial.de.objeto","X","id","Age.init","Fst.cens","plot","Age.census","TotFrut","TotSeeds"
"21560204","215602",2004,"SecCan",NA,"SC04","ABE",1,"2","C","100","28","Mimosa acantholoba","0.2","5.65",1,"",NA,NA,NA,NA,NA,2008,NA,NA,2.6,NA,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,1.1,"0.950331778","0.009503318",0,"0","100","0",0,1,"Ind. suprimido","","","pABEi28q2",10,2003,4,11,0,0
"21562604","215626",2004,"SecCan",NA,"SC04","ABE",1,"2","C","100","30","Mimosa acantholoba","0.7","6",1,"",NA,NA,NA,NA,NA,2010,NA,NA,3,NA,NA,1.1,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,1.4,"2489712178","0.024897122",0,"0","100","0",0,2,"ramas altas mtas. Ind. suprimido","","","pABEi30q2",10,2003,4,11,0,0
"21557204","215572",2004,"SecCan",NA,"SC04","ABE",1,"2","C","400","25","Mimosa acantholoba","4.15","7.1",NA,"",NA,NA,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","","0",1,NA,"Muerto en pie","","","pABEi25q2",10,2003,4,11,0,0
"21563304","215633",2004,"SecCan",NA,"SC04","ABE",1,"2","C","200","31","Mimosa acantholoba","4.47","7.25",1,"",NA,NA,NA,NA,NA,2016,NA,NA,5.3,NA,NA,4.15,2.45,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.45,4.15,"253094558155","0.126547279",0,"0","50","0",0,3,"","","","pABEi31q2",10,2003,4,11,0,0
"21556504","215565",2004,"SecCan",NA,"SC04","ABE",1,"2","C","100","24","Mimosa acantholoba","4.6","7.7",1,"",NA,NA,NA,NA,NA,NA,NA,NA,3.05,NA,NA,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.45,1.45,"16512996385","0.016512996",0,"0","100","0",0,1,"","","","pABEi24q2",10,2003,4,11,0,0
"21555804","215558",2004,"SecCan",NA,"SC04","ABE",1,"2","C","100","23","Mimosa acantholoba","4.4","8.9",1,"",NA,NA,NA,NA,NA,NA,NA,NA,3.49,NA,NA,1.2,1.7,2.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,2.05,"67014098292","0.067014098",0,"0","100","0",0,3,"","","","pABEi23q2",10,2003,4,11,0,0
"21549704","215497",2004,"SecCan",NA,"SC04","ABE",1,"3","B","200","3","Mimosa acantholoba","4","10.75",1,"",NA,NA,NA,NA,NA,NA,NA,NA,5.7,NA,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,3.3,"85529859994","0.04276493",0,"0","50","0",0,1,"","","","pABEi3q3",10,2003,4,11,0,0
"21537404","215374",2004,"SecCan",NA,"SC04","ABE",1,"4","A","400","1","Mimosa acantholoba","3.25","16.1",1,"",NA,NA,NA,NA,NA,2010,NA,NA,5.77,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,"384845100065","0.096211275",0,"0","25","0",0,1,"","","","pABEi1q4",10,2003,4,11,0,0
"21586204","215862",2004,"SecCan",NA,"SC04","ABE",2,"1","C","100","56","Mimosa acantholoba","0","1.2",1,"",NA,NA,NA,NA,NA,2013,NA,NA,3.87,NA,NA,1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55,1.55,"18869190876","0.018869191",0,"0","100","0",0,1,"Ind. suprimido","","","pABEi56q1",10,2003,4,11,0,0
"21582404","215824",2004,"SecCan",NA,"SC04","ABE",2,"1","C","400","52","Mimosa acantholoba","3.64","1.5",1,"",NA,NA,NA,NA,NA,NA,NA,NA,5.15,NA,NA,2.95,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.95,5.8,"332557217337","0.083139304",0,"0","25","0",0,2,"","","","pABEi52q1",10,2003,4,11,0,0
"21585504","215855",2004,"SecCan",NA,"SC04","ABE",2,"1","C","200","55","Mimosa acantholoba","2.56","1.7",1,"",NA,NA,NA,NA,NA,2016,NA,NA,4.44,NA,NA,2.2,2.6,2.5,3.55,3.5,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,3.55,"415809422657","0.207904711",0,"0","50","0",0,6,"","","","pABEi55q1",10,2003,4,11,0,0
"21587904","215879",2004,"SecCan",NA,"SC04","ABE",2,"1","C","200","57","Mimosa acantholoba","0.45","3",1,"",NA,NA,NA,NA,NA,2011,NA,NA,4.95,NA,NA,2.2,2.45,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,3.3,"17068665586","0.085343328",0,"0","50","0",0,3,"","","","pABEi57q1",10,2003,4,11,0,0
"21580004","215800",2004,"SecCan",NA,"SC04","ABE",2,"1","C","200","50","Mimosa acantholoba","2.37","3.05",1,"",NA,NA,NA,NA,NA,2011,NA,NA,5.05,NA,NA,2.6,2.5,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,2.6,"12487830798","0.062439154",0,"0","50","0",0,3,"","","","pABEi50q1",10,2003,4,11,0,0
"21578704","215787",2004,"SecCan",NA,"SC04","ABE",2,"1","C","200","48","Mimosa acantholoba","4.7","3.1",1,"",NA,NA,NA,NA,NA,2011,NA,NA,4.07,NA,NA,3.15,2.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.85,3.15,"141725098585","0.070862549",0,"0","50","0",0,2,"","","","pABEi48q1",10,2003,4,11,0,0
"21573204","215732",2004,"SecCan",NA,"SC04","ABE",2,"4","B","400","R11","Mimosa acantholoba","2.6","18.05",1,"",NA,NA,NA,NA,NA,NA,NA,NA,6.31,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,"282743338823","0.070685835",0,"0","25","0",0,1,"","","","pABEiR11q4",10,2003,4,11,0,0
"21574904","215749",2004,"SecCan",NA,"SC04","ABE",2,"4","B","400","39","Mimosa acantholoba","1.3","18.75",1,"",NA,NA,NA,NA,NA,NA,NA,NA,5.11,NA,NA,3.3,5,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,5,"343454616854","0.085863654",0,"0","25","0",0,3,"rama nva dap 2.8 q parecia mta y ahora tiene rebrotes","","","pABEi39q4",10,2003,4,11,0,0
"21604304","216043",2004,"SecCan",NA,"SC04","ABE",3,"1","B","400","92","Mimosa acantholoba","0.6","4.2",1,"",NA,NA,NA,NA,NA,NA,NA,NA,5.13,NA,NA,6.2,3.6,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25,6.2,"486652336995","0.121663084",0,"0","25","0",0,3,"","","","pABEi92q1",10,2003,4,11,0,0
"21595404","215954",2004,"SecCan",NA,"SC04","ABE",3,"2","A","400","84","Mimosa acantholoba","2.93","5.1",1,"",NA,NA,NA,NA,NA,NA,NA,NA,4.85,NA,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,6.5,"331830724035","0.082957681",0,"0","25","0",0,1,"","","","pABEi84q2",10,2003,4,11,0,0
"21593004","215930",2004,"SecCan",NA,"SC04","ABE",3,"4","A","400","68","Mimosa acantholoba","4.15","17.5",1,"",NA,NA,NA,NA,NA,NA,2016,NA,4.27,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,5.5,"237582944428","0.059395736",0,"0","25","0",0,1,"","","","pABEi68q4",10,2003,4,11,0,0
"21620304","216203",2004,"SecCan",NA,"SC04","ABE",3,"3","C","100","179","Mimosa acantholoba","4.97","11.3",1,"",NA,NA,NA,NA,2004,2005,NA,NA,2.15,0.9,0.7,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,1.1,"0.950331778","0.009503318",0.494800843,"49480084294","100","100",0,1,"Ind. suprimido","","","pABEi179q3",10,2003,4,11,0,0
"21610404","216104",2004,"SecCan",NA,"SC04","ABE",3,"3","C","100","72","Mimosa acantholoba","2.94","11.95",1,"",NA,NA,NA,NA,NA,2005,NA,NA,3.3,NA,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,1.6,"20106192983","0.020106193",0,"0","100","0",0,1,"Medio suprimido","","","pABEi72q3",10,2003,4,11,0,0
"21611104","216111",2004,"SecCan",NA,"SC04","ABE",3,"3","C","200","73","Mimosa acantholoba","3.02","12",1,"",NA,NA,NA,NA,NA,NA,NA,NA,4.34,NA,NA,2.5,4.65,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,4.65,"357454339116","0.17872717",0,"0","50","0",0,3,"","","","pABEi73q3",10,2003,4,11,0,0
"21616604","216166",2004,"SecCan",NA,"SC04","ABE",3,"3","C","400","78","Mimosa acantholoba","0.27","12.7",1,"",NA,NA,NA,NA,NA,2013,NA,NA,3.95,NA,NA,3.8,3.8,5.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,5.15,"435130217476","0.108782554",0,"0","25","0",0,3,"","","","pABEi78q3",10,2003,4,11,0,0
"21618004","216180",2004,"SecCan",NA,"SC04","ABE",3,"3","C","200","80","Mimosa acantholoba","1.85","13.64",1,"",NA,NA,NA,NA,NA,NA,NA,NA,3.75,NA,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,3.6,"101787601976","0.050893801",0,"0","50","0",0,1,"","","","pABEi80q3",10,2003,4,11,0,0
"21608104","216081",2004,"SecCan",NA,"SC04","ABE",3,"3","C","100","70","Mimosa acantholoba","3.26","13.65",1,"",NA,NA,NA,NA,NA,2005,NA,NA,3.9,NA,NA,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,2.1,"34636059006","0.034636059",0,"0","100","0",0,1,"","","","pABEi70q3",10,2003,4,11,0,0
"21609804","216098",2004,"SecCan",NA,"SC04","ABE",3,"3","C","100","71","Mimosa acantholoba","3.3","13.91",1,"",NA,NA,NA,NA,NA,2006,NA,NA,3.54,NA,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,2.3,"41547562844","0.041547563",0,"0","100","0",0,1,"","","","pABEi71q3",10,2003,4,11,0,0
"21607404","216074",2004,"SecCan",NA,"SC04","ABE",3,"3","C","100","69","Mimosa acantholoba","3.05","14.03",1,"",NA,NA,NA,NA,NA,2007,NA,NA,3.44,NA,NA,1.2,1.45,1.4,2.1,1.9,1.4,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,2.25,"16136005267","0.161360053",0,"0","100","0",0,7,"","","","pABEi69q3",10,2003,4,11,0,0
"21617304","216173",2004,"SecCan",NA,"SC04","ABE",3,"3","C","400","79","Mimosa acantholoba","0.06","14.4",1,"",NA,NA,NA,NA,NA,2012,NA,NA,4.35,NA,NA,5.35,5.7,5.3,2.2,3.05,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,5.7,"82934119064","0.207335298",0,"0","25","0",0,6,"","","","pABEi79q3",10,2003,4,11,0,0
"21592304","215923",2004,"SecCan",NA,"SC04","ABE",3,"4","A","400","67","Mimosa acantholoba","4.01","17.7",1,"",NA,NA,NA,NA,NA,NA,NA,NA,4.84,NA,NA,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,6.4,"321699087728","0.080424772",0,"0","25","0",0,1,"","","","pABEi67q4",10,2003,4,11,0,0
"21626504","216265",2004,"SecCan",NA,"SC04","ABE",4,"1","A","400","119","Mimosa acantholoba","1.43","0.5",1,"",NA,NA,NA,NA,NA,2015,NA,NA,3.9,NA,NA,5.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.35,5.35,"224800589318","0.056200147",0,"0","25","0",0,1,"","","","pABEi119q1",10,2003,4,11,0,0
"21644904","216449",2004,"SecCan",NA,"SC04","ABE",4,"2","B","200","118","Mimosa acantholoba","0.25","5.25",1,"",NA,NA,NA,NA,NA,2014,NA,NA,5.3,NA,NA,2.75,3.3,3.15,3.9,2.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.65,3.9,"397470375541","0.198735188",0,"0","50","0",0,5,"","","","pABEi118q2",10,2003,4,11,0,0
"21640104","216401",2004,"SecCan",NA,"SC04","ABE",4,"2","B","200","114","Mimosa acantholoba","2.4","5.65",1,"",NA,NA,NA,NA,NA,2008,NA,NA,4.2,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,3.4,"90792027689","0.045396014",0,"0","50","0",0,1,"","","","pABEi114q2",10,2003,4,11,0,0
"21639504","216395",2004,"SecCan",NA,"SC04","ABE",4,"2","B","200","113","Mimosa acantholoba","0.86","5.9",1,"",NA,NA,NA,NA,NA,2016,NA,NA,4.63,NA,NA,2.4,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,3.3,"130768794206","0.065384397",0,"0","50","0",0,2,"","","","pABEi113q2",10,2003,4,11,0,0
"21641804","216418",2004,"SecCan",NA,"SC04","ABE",4,"2","B","200","115","Mimosa acantholoba","2.89","5.95",1,"",NA,NA,NA,NA,NA,2011,NA,NA,3.89,NA,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,2.8,"6157521601","0.030787608",0,"0","50","0",0,1,"","","","pABEi115q2",10,2003,4,11,0,0
"21638804","216388",2004,"SecCan",NA,"SC04","ABE",4,"2","B","200","112","Mimosa acantholoba","0.7","6.4",1,"",NA,NA,NA,NA,NA,2005,NA,NA,2.9,NA,NA,2.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.65,2.65,"55154586025","0.027577293",0,"0","50","0",0,1,"Ind. suprimido","","","pABEi112q2",10,2003,4,11,0,0
"21636404","216364",2004,"SecCan",NA,"SC04","ABE",4,"2","B","200","110","Mimosa acantholoba","0.4","7.45",1,"",NA,NA,NA,NA,NA,2005,NA,NA,3.9,NA,NA,3.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.85,3.85,"11641564277","0.058207821",0,"0","50","0",0,1,"","","","pABEi110q2",10,2003,4,11,0,0
"21642504","216425",2004,"SecCan",NA,"SC04","ABE",4,"2","B","200","116","Mimosa acantholoba","4.33","7.5",1,"",NA,NA,NA,NA,NA,2010,NA,NA,3.9,NA,NA,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,2.9,"66051985542","0.033025993",0,"0","50","0",0,1,"","","","pABEi116q2",10,2003,4,11,0,0
"21628904","216289",2004,"SecCan",NA,"SC04","ABE",4,"3","A","400","197","Mimosa acantholoba","3.03","13.95",1,"",NA,NA,NA,NA,2004,NA,NA,NA,5.8,5.3,3.8,5.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.25,5.25,"216475368786","0.054118842",158179190108,"3954479752706","25","25",0,1,"","","","pABEi197q3",10,2003,4,11,0,0
"21650004","216500",2004,"SecCan",NA,"SC04","ABE",4,"4","C","200","95","Mimosa acantholoba","3.6","15.15",1,"",NA,NA,NA,NA,NA,2009,NA,NA,4.5,NA,NA,2.6,1.65,1.55,1.45,3,2.85,3.25,2.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.45,3.25,"363600079745","0.18180004",0,"0","50","0",0,8,"","","","pABEi95q4",10,2003,4,11,0,0
"21654804","216548",2004,"SecCan",NA,"SC04","ABE",4,"4","C","100","99","Mimosa acantholoba","3.57","15.92",1,"",NA,NA,NA,NA,NA,2007,NA,NA,3.63,NA,NA,2,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,2,"40919244313","0.040919244",0,"0","100","0",0,2,"dap 1.1 mto","","","pABEi99q4",10,2003,4,11,0,0
"21653104","216531",2004,"SecCan",NA,"SC04","ABE",4,"4","C","400","98","Mimosa acantholoba","0.13","16.6",1,"",NA,NA,NA,NA,NA,NA,NA,NA,4.66,NA,NA,3.5,4.5,3.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,7,"720524275101","0.180131069",0,"0","25","0",0,4,"","","","pABEi98q4",10,2003,4,11,0,0
"21652404","216524",2004,"SecCan",NA,"SC04","ABE",4,"4","C","200","97","Mimosa acantholoba","1.2","17.6",1,"",NA,NA,NA,NA,NA,2015,2010,2012,4.9,NA,NA,2.7,2.9,2.7,2.6,1.95,2.45,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.95,2.9,"367919769644","0.183959885",0,"0","50","0",0,7,"","","","pABEi97q4",10,2003,4,11,0,0
"21649404","216494",2004,"SecCan",NA,"SC04","ABE",4,"4","C","200","94","Mimosa acantholoba","4.99","18",1,"",NA,NA,NA,NA,NA,NA,NA,NA,4.4,NA,NA,3.75,1.75,3.35,3.95,2.3,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75,3.95,"424743326765","0.212371663",0,"0","50","0",0,6,"Se ve débil","","","pABEi94q4",10,2003,4,11,0,0
"23525904","235259",2004,"SecCan",NA,"SC07","BES",1,"1","A","400","1","Mimosa acantholoba","0.3","1.45",1,"",NA,NA,NA,NA,NA,2007,NA,NA,5.64,NA,NA,5.4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,6,"51176544327","0.127941361",0,"0","25","0",0,2,"","","","pBESi1q1",11,2003,7,12,0,0
"23529704","235297",2004,"SecCan",NA,"SC07","BES",1,"2","B","400","5","Mimosa acantholoba","2.3","6.9",1,"",NA,NA,NA,NA,NA,2007,NA,NA,4.75,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,5.4,"229022104447","0.057255526",0,"0","25","0",0,1,"","","","pBESi5q2",11,2003,7,12,0,0
"23534104","235341",2004,"SecCan",NA,"SC07","BES",1,"3","C","200","10","Mimosa acantholoba","4.8","12.5",1,"",NA,NA,NA,NA,NA,NA,NA,NA,6.04,NA,NA,3.45,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,3.45,"113588209381","0.056794105",0,"0","50","0",0,2,"","","","pBESi10q3",11,2003,7,12,0,0
"23540204","235402",2004,"SecCan",NA,"SC07","BES",1,"3","C","400","16","Mimosa acantholoba","0.4","12.6",1,"",NA,NA,NA,NA,NA,2005,NA,NA,4.32,NA,NA,1.6,1.6,1.7,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,5.2,"275282056271","0.068820514",0,"0","25","0",0,4,"rama grande con cortesa desprendida.. dap 3.1 mto","","","pBESi16q3",11,2003,7,12,0,0
"23542604","235426",2004,"SecCan",NA,"SC07","BES",1,"3","C","100","18","Mimosa acantholoba","2.7","13",1,"",NA,NA,NA,NA,NA,2007,NA,NA,3.95,NA,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,1.1,"0.950331778","0.009503318",0,"0","100","0",0,1,"encogido","","","pBESi18q3",11,2003,7,12,0,0
"23541904","235419",2004,"SecCan",NA,"SC07","BES",1,"3","C","100","17","Mimosa acantholoba","2.3","13.35",1,"",NA,NA,NA,NA,NA,NA,NA,NA,4.64,NA,NA,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,2.1,"34636059006","0.034636059",0,"0","100","0",0,1,"","","","pBESi17q3",11,2003,7,12,0,0
"23544004","235440",2004,"SecCan",NA,"SC07","BES",1,"3","C","200","20","Mimosa acantholoba","3","14.8",1,"",NA,NA,NA,NA,NA,2010,NA,NA,5.02,NA,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,3.2,"80424771932","0.040212386",0,"0","50","0",0,1,"","","","pBESi20q3",11,2003,7,12,0,0
"23555604","235556",2004,"SecCan",NA,"SC07","BES",2,"3","B","200","59","Mimosa acantholoba","2.1","11.2",1,"",NA,NA,NA,NA,NA,2010,NA,NA,3.81,NA,NA,2.6,4.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,4.35,"201709883315","0.100854942",0,"0","50","0",0,2,"Crece caido","","","pBESi59q3",11,2003,7,12,0,0
"23556304","235563",2004,"SecCan",NA,"SC07","BES",2,"3","B","200","60","Mimosa acantholoba","0.65","12.3",1,"",NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,4.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.05,4.05,"128824933751","0.064412467",0,"0","50","0",0,1,"alt 03 sobreestimada","","","pBESi60q3",11,2003,7,12,0,0
"23557004","235570",2004,"SecCan",NA,"SC07","BES",2,"3","B","400","61","Mimosa acantholoba","2.9","12.4",1,"",NA,NA,NA,NA,NA,NA,NA,NA,5.17,NA,NA,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,5.9,"273397100679","0.068349275",0,"0","25","0",0,1,"","","","pBESi61q3",11,2003,7,12,0,0
"23554904","235549",2004,"SecCan",NA,"SC07","BES",2,"4","C","200","58","Mimosa acantholoba","2.3","15.28",1,"",NA,NA,NA,NA,NA,2005,NA,NA,2.3,NA,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,3.2,"80424771932","0.040212386",0,"0","50","0",0,1,"solo con reb en base"," alt es de ramas vivas","","pBESi58q4",11,2003,7,12,0,0
